counter,name,character_type,diagnosis,cause_of_death,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
75,Veronica Kays,patient,"['Contact dermatitis', 'Pregnancy', 'Advanced pancreatic cancer', 'Spinal met', 'Pulmonary embolus']","['<h3><span class=""mw-headline"" id=""Baby.27s_Birth_and_Her_Death"">Baby\'s Birth and Her Death</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=5"" title=""Edit Baby&#039;s Birth and Her Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>When she was 34 weeks and 3 days pregnant, Veronica came back to the hospital with back pain, which she\'d had for a week. An MRI showed that the cancer had spread to her spine and she needed to have a c-section that day. Before her surgery, she signed a DNR. Arizona easily delivered her baby, but she developed a clot that went to her lung and she struggled to breathe after the delivery. They said she could rescind her DNR, but she said she was tired and so they just stayed with her while she died. After she was gone, Alex told Jeremy about her death and he cried. <i>(""<a href=""/wiki/Don%27t_Stop_Me_Now"" title=""Don\'t Stop Me Now"">Don\'t Stop Me Now</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=6"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=7"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She and <a href=""/wiki/Jeremy"" title=""Jeremy"">Jeremy</a> have a son together.\n</p>']","['Whipple', 'C-section delivery']",Brigid Brannagh,multiple,"['S-13-EP-6', 'S-13-EP-21']",Roar,Roar,Don%27t_Stop_Me_Now,Don't Stop Me Now,['13']
76,Keith,patient,"['Bruising', 'Head laceration', 'Skull fracture', 'Grade III liver laceration']",Has diagnosis,['Stitches'],Casey Thomas Brown,single,['S-13-EP-23'],True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),['13']
77,Jordan Kenley,attending,['No diagnosis available'],,['No treatment available'],John Sloman,single,['S-5-EP-11'],Wish_You_Were_Here,Wish You Were Here,Wish_You_Were_Here,Wish You Were Here,['5']
78,Vincent Kenner,patient,"['Scalp laceration', 'Depressed skull fracture', 'Abdominal bleed', 'Crush injuries', 'Aortic tear']",Has diagnosis,['Surgery'],No actor listed.,multiple,"['S-5-EP-1', 'S-5-EP-2']","Dream_a_Little_Dream_of_Me,_Part_1","Dream a Little Dream of Me, Part 1","Dream_a_Little_Dream_of_Me,_Part_2","Dream a Little Dream of Me, Part 2",['5']
80,Daniel Kiefer,patient,"['Hepatoblastoma', 'Jaundice', 'Heart failure', 'Pulmonary failure']",Has diagnosis,['Tumor resection'],No actor listed.,single,['S-12-EP-3'],I_Choose_You,I Choose You,I_Choose_You,I Choose You,['12']
81,Jeffrey King,patient,"['Stage 4A colon cancer', 'Liver metastasis']",Has diagnosis,['ALPPS procedure'],David Chisum,single,['S-14-EP-6'],"Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby",['14']
82,Seth Lepik,patient,['MRSA'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Seth\'s parents planned to have him moved to another hospital, but <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a> told them that he was too unstable. Later that day, Seth became unstable and had to be taken back into surgery, despite his parents\' insistence that they didn\'t want him taken back into surgery at GSM. They agreed to allow Richard to operate. Unfortunately, Seth died in the OR. <i>(""<a href=""/wiki/Sleeping_Monster"" title=""Sleeping Monster"">Sleeping Monster</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=5"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=6"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Seth\'s parents came to <a href=""/wiki/Grey_Sloan_Memorial_Hospital"" title=""Grey Sloan Memorial Hospital"">Grey Sloan Memorial Hospital</a> when he became ill. They tried to move him, but <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a> told them that he was too unstable to move.\n</p>']","['Arteriovenous shunt', 'Antibiotics', 'Surgery']",Tom Costello,multiple,"['S-9-EP-20', 'S-9-EP-21']",She%27s_Killing_Me,She's Killing Me,Sleeping_Monster,Sleeping Monster,['9']
83,Billy Linneman,patient,['Gunshot wounds'],Has diagnosis,['Bandages'],Kinsey McLean,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
85,Robert Martin,patient,"['Subdural hemorrhage', 'Delirium', ""Rathke's cleft cyst"", 'Hyponatremia', 'Seizure']",Has diagnosis,"['Hypertonic saline solution', 'Surgery']",Curtis Armstrong,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
86,Matty,patient,['Gallstones'],Has diagnosis,"['Laparascopic cholecystectomy', 'Exploratory laparotomy']",Edgar Salas,single,['S-13-EP-13'],It_Only_Gets_Much_Worse,It Only Gets Much Worse,It_Only_Gets_Much_Worse,It Only Gets Much Worse,['13']
87,Griffin McColl,patient,"['Electrocution', 'Intracranial bleed', 'Re-bleed', 'Memory loss']",Has diagnosis,"['Pacemaker implantation', 'Surgery', 'Ventriculostomy']",Lance Henriksen,single,['S-12-EP-14'],Odd_Man_Out,Odd Man Out,Odd_Man_Out,Odd Man Out,['12']
88,Gretchen McKay,patient,"['Pregnancy', 'Delayed abruption']",Has diagnosis,['C-section delivery'],Linara Washington,single,['S-12-EP-18'],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
89,Holden McKee,patient,"['Minimal consciousness', 'Temporal parietal scalp laceration', 'Epidural hematoma']","['<h3><span class=""mw-headline"" id=""Fall.2C_Awakening.2C_and_Death"">Fall, Awakening, and Death</span><span class=""editsection""><a href=""/wiki/Holden_McKee?action=edit&amp;section=3"" title=""Edit Fall, Awakening, and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Sixteen years later, Holden fell in his nursing home while being turned by orderlies and insurance insisted that he be checked out in an ER before he could be returned to the home. While she was examining him and preparing to stitch up a cut on his forehead, Meredith was startled to see him open his eyes and track her. She told Derek what she saw and he was doubtful. Despite his doubts, he examined Holden, who was found to be minimally conscious. Derek gave him amphetamines to wake him up.\n</p><p>They also called his family as they waited for him to wake up. When the family arrived, they discovered that his son was now a teenager and his wife had re-married and was expecting a baby. When they heard that Holden was likely to wake up soon, <a href=""/wiki/Cheryl_Leonard"" title=""Cheryl Leonard"">Cheryl</a> took <a href=""/wiki/Coby_McKee"" title=""Coby McKee"">Coby</a> and left, not wanting Holden to see that they hadn\'t waited for him.\n</p>']","['Residential care', 'Stitches', 'Amphetamines', 'Surgery']",Brian Kerwin,single,['S-2-EP-9'],Thanks_for_the_Memories,Thanks for the Memories,Thanks_for_the_Memories,Thanks for the Memories,['2']
90,Francesca McNeil,patient,"['Cardiomyopathy', 'Heart failure', 'RAF 1 Mutation']",Has diagnosis,"['Atropine', 'Pacemaker', 'LVAD', 'Heart Transplant', 'Total Artificial Heart']",Harley Graham,multiple,"['S-10-EP-18', 'S-10-EP-21']",You_Be_Illin%27,You Be Illin',Change_of_Heart,Change of Heart,['10']
91,Donald Mercer,patient,"['Skull fracture', 'MVC Injuries']",Has diagnosis,"['Resuscitation', 'Life Support']",No actor listed.,single,['S-10-EP-15'],Throwing_it_All_Away,Throwing it All Away,Throwing_it_All_Away,Throwing it All Away,['10']
92,Michael,patient,['Car accident injuries'],Has diagnosis,['Mechanical ventilation'],No actor listed.,single,['S-8-EP-17'],One_Step_Too_Far,One Step Too Far,One_Step_Too_Far,One Step Too Far,['8']
94,Timothy Miller,patient,"['Crush injuries', 'Open fractures', 'Open femur fracture', 'Posterior hip dislocation']",Has diagnosis,['Surgery'],Ed Lauter,single,['S-5-EP-8'],These_Ties_That_Bind,These Ties That Bind,These_Ties_That_Bind,These Ties That Bind,['5']
95,Dan Mooney,patient,"['Arm injury', 'Neck laceration']",Has diagnosis,['Tourniquet'],Richard T. Jones,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
97,Reilly Nash,patient,['Traumatic crash injuries'],Has diagnosis,['No treatment available'],Masam Holden,single,['S-7-EP-9'],"Slow_Night,_So_Long","Slow Night, So Long","Slow_Night,_So_Long","Slow Night, So Long",['7']
99,Phillip Nichols,patient,"['Hernia', 'Cryptococcus', 'AIDS', ""Kaposi's sarcoma"", 'Intussusception', 'Pneumocystis pneumonia']",Has diagnosis,"['Antibiotics', 'Surgery']",Ian Jensen,single,['S-6-EP-15'],The_Time_Warp,The Time Warp,The_Time_Warp,The Time Warp,['6']
100,Nick,patient,"['Osteosarcoma', 'Intradural mets', 'Cardiac tumor']",Has diagnosis,['No treatment available'],Jordan Belfi,multiple,"['S-8-EP-22', 'S-8-EP-23']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Migration,Migration,['8']
101,Benjamin O'Leary,patient,['Brain tumor'],Has diagnosis,['Tumor resection'],Peter Paige,single,['S-3-EP-2'],I_Am_a_Tree,I Am a Tree,I_Am_a_Tree,I Am a Tree,['3']
102,George O'Malley,intern resident,['No diagnosis available'],,['No treatment available'],T.R. Knight,multiple,"['S-1-EP-1', 'S-6-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,Good_Mourning,Good Mourning,"['1', '2', '3', '4', '5', '6']"
103,Harold O'Malley,family,['No diagnosis available'],,['No treatment available'],George Dzundza,multiple,"['S-2-EP-9', 'S-3-EP-12']",Thanks_for_the_Memories,Thanks for the Memories,"Six_Days,_Part_2","Six Days, Part 2","['2', '3']"
104,Bradley Parker,patient,"['Amyotrophic lateral sclerosis', 'Hematochezia']",Has diagnosis,['Mechanical ventilation'],Logan Fahey,single,['S-9-EP-17'],Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,['9']
106,Charles Percy,intern resident,['No diagnosis available'],,['No treatment available'],Robert Baker,multiple,"['S-6-EP-5', 'S-12-EP-11']",Invasion,Invasion,Unbreak_My_Heart,Unbreak My Heart,"['6', '8', '12']"
108,Mr. Peterson,patient,['Head injury'],Has diagnosis,['Surgery'],No actor listed.,single,['S-11-EP-1'],I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,['11']
109,Thomas Peterson,patient,"['Intestinal perforation', 'Patent ductus ateriosis', 'Necrotizing enterocolitis', 'Congestive heart failure', 'Brain bleed', 'Pericardial tumor', 'Hip displasia', 'Sepsis', 'Ileocolic fistula', 'Post-hemorrhagic hydrocephalus', 'Retinopathy of prematurity']","['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>A few weeks later, an x-ray revealed that Tommy\'s NEC had returned. Arizona was reluctant to operate, but Morgan insisted, so she took him into surgery, but once she was in there, she saw that almost all of his bowel was necrotic, so she closed. She explained the situation to Morgan, informing her that it was time to say goodbye. In the NICU, Alex disconnected all of Tommy\'s machines and allowed Morgan to hold him while he died. <i>(""<a href=""/wiki/Moment_of_Truth"" title=""Moment of Truth"">Moment of Truth</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=5"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=6"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>When Thomas was born, he was very sick. As such, his father felt they shouldn\'t try to prolong his life as his chances of survival were so low. His father ultimately left him in the care of his mother, Morgan. Morgan continued to fight for Tommy until they reached a point where there was nothing more they could do and they disconnected all the machines and allowed Morgan to hold him while he died.\n</p>']","['Surgery', 'Indomethacin', 'Bowel resection', 'Harness', 'Ventriculostomy']",No actor listed.,multiple,"['S-8-EP-15', 'S-8-EP-21']",Have_You_Seen_Me_Lately%3F,Have You Seen Me Lately?,Moment_of_Truth,Moment of Truth,['8']
111,Diane Pierce,family,['No diagnosis available'],,['No treatment available'],LaTanya Richardson Jackson,multiple,"['S-13-EP-12', 'S-13-EP-18']",None_of_Your_Business,None of Your Business,"Be_Still,_My_Soul","Be Still, My Soul",['13']
112,Mary Portman,patient,['Coma'],Has diagnosis,"['Colostomy bag', 'Colostomy bag reversal surgery']",Mandy Moore,multiple,"['S-6-EP-23', 'S-7-EP-7']",Sanctuary,Sanctuary,That%27s_Me_Trying,That's Me Trying,"['6', '7']"
113,Gladys Pulcher,patient,"['Lung cancer', 'Post-op infection', 'Bed sores']",Has diagnosis,['Surgery'],Doris Roberts,single,['S-7-EP-19'],It%27s_a_Long_Way_Back,It's a Long Way Back,It%27s_a_Long_Way_Back,It's a Long Way Back,['7']
114,Nikki Ratlin,patient,"['Broken leg', 'Splenic laceration']",Has diagnosis,['Casting'],Michaela Watkins,single,['S-2-EP-21'],Superstition,Superstition,Superstition,Superstition,['2']
115,Marjorie Reed,patient,['Stage IV small-cell lung cancer'],Has diagnosis,['No treatment available'],Eileen Ryan,single,['S-11-EP-2'],Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,['11']
116,Robbie Reeves,patient,"['Scalp laceration', 'Congenital AVM', 'Brain bleed']",Has diagnosis,"['Stitches', 'Surgery']",Micah Nelson,single,['S-13-EP-6'],Roar,Roar,Roar,Roar,['13']
118,Melanie Reynolds,patient,['Catastrophic internal injuries'],Has diagnosis,"['Splenectomy', 'Lung resection', 'Surgery']",Sarah LaFleur,single,['S-2-EP-24'],Damage_Case,Damage Case,Damage_Case,Damage Case,['2']
119,Oliver Richter,patient,['Aortic dissection'],Has diagnosis,['Surgery'],Dondré T. Whitfield,single,['S-7-EP-15'],Golden_Hour,Golden Hour,Golden_Hour,Golden Hour,['7']
120,Phillip Robinson,patient,"['Hand injury', 'Malignant glioma']",Has diagnosis,"['Splinting', 'Antibiotics']",Jason O'Mara,multiple,"['S-4-EP-12', 'S-4-EP-13']",Where_the_Wild_Things_Are,Where the Wild Things Are,Piece_of_My_Heart,Piece of My Heart,['4']
121,Scott Robinson,patient,"['Bowel evisceration', 'Mauling injuries']",Has diagnosis,"['Surgery', 'Stitches']",Steven Flynn,single,['S-4-EP-12'],Where_the_Wild_Things_Are,Where the Wild Things Are,Where_the_Wild_Things_Are,Where the Wild Things Are,['4']
122,Cathy Rogerson,patient,"['Fibrodysplasia ossificans progressiva', 'Internal bleeding']",Has diagnosis,"['Anti-inflammatory meds', 'Surgery']",Catherine Dent,single,['S-3-EP-19'],My_Favorite_Mistake,My Favorite Mistake,My_Favorite_Mistake,My Favorite Mistake,['3']
123,Emily Russell,patient,"['Hypoplastic left heart syndrome', 'Prematurity', 'Restricted atrial septum']","['<h3><span class=""mw-headline"" id=""Infancy_and_Death"">Infancy and Death</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=3"" title=""Edit Infancy and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>After birth, Burke used a catheter to open Emily\'s atrial septum. Then they planned a surgery to reconstruct the left side of her heart. In surgery, they found that her aorta was narrower than they thought, so they closed without doing anything. Addison decided to use her as a teaching tool for Izzie, so she told Izzie to keep Emily alive overnight, lying that Burke thought she had a chance if she could make it through the next ten hours. Despite Izzie\'s efforts, Emily died early the next morning. <i>(""<a href=""/wiki/Owner_of_a_Lonely_Heart"" title=""Owner of a Lonely Heart"">Owner of a Lonely Heart</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=4"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=5"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She is part of a set of quintuplets. Their parents also have a set of triplets.\n</p>']","['Surgery', 'NICU Care']",No actor listed.,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
124,Ruthie Sales,patient,"['Crushed ankle', 'Osteoporosis', 'Bleeding duodenal ulcer']",Has diagnosis,"['Ipubrofen', 'Surgery']",Maggie Siff,single,['S-4-EP-4'],The_Heart_of_the_Matter,The Heart of the Matter,The_Heart_of_the_Matter,The Heart of the Matter,['4']
125,Tony Savitch,patient,['No diagnosis available'],,"['Coronary artery bypass surgery', 'Attempted resuscitation']",David Vegh,single,['S-1-EP-1'],A_Hard_Day%27s_Night,A Hard Day's Night,A_Hard_Day%27s_Night,A Hard Day's Night,['1']
126,Erin Shandley,patient,['Brain death'],Has diagnosis,['Organ harvesting'],Bhama Roget,single,['S-4-EP-5'],Haunt_You_Every_Day,Haunt You Every Day,Haunt_You_Every_Day,Haunt You Every Day,['4']
127,Derek Shepherd,attending,['No diagnosis available'],,['No treatment available'],Patrick Dempsey,multiple,"['S-1-EP-1', 'S-11-EP-24']",A_Hard_Day%27s_Night,A Hard Day's Night,You%27re_My_Home,You're My Home,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
128,Mr. Shepherd,family,['No diagnosis available'],,['No treatment available'],Brice Williams,single,['S-5-EP-8'],Who_We_Are,Who We Are,Who_We_Are,Who We Are,[]
129,Lenny Shulte,patient,"['Mud aspiration', 'Decreased breath sounds', 'Tachypnea', 'Diaphragmatic rupture']",Has diagnosis,"['Chest tube', 'Surgery']",Josh Clark,single,['S-10-EP-1'],Seal_Our_Fate,Seal Our Fate,Seal_Our_Fate,Seal Our Fate,['10']
130,David Simons,patient,"['Chest contusion', 'Cardiac contusion']",Has diagnosis,['No treatment available'],Trent Gill,single,['S-5-EP-22'],What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,['5']
131,"""Cosmo"" Singh",patient,"['Prematurity', 'Respiratory failure']",Has diagnosis,['ECMO'],No actor listed.,single,['S-12-EP-18'],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
132,Mark Sloan,attending,['No diagnosis available'],,['No treatment available'],Eric Dane,multiple,"['S-2-EP-18', 'S-9-EP-2']",Yesterday,Yesterday,Remember_the_Time,Remember the Time,"['2', '3', '4', '5', '6', '7', '8', '9']"
133,Jessica Smithson,patient,"['Tay-Sachs', 'Seizure']",Has diagnosis,['Supplemental oxygen'],Mary-Charles Jones,single,['S-5-EP-20'],Sweet_Surrender,Sweet Surrender,Sweet_Surrender,Sweet Surrender,['5']
135,Edward Squire,patient,"['High blood pressure', 'Diabetes', 'Arthritis', 'High cholesterol', 'Erectile dysfunction', 'Scalp laceration', 'Myocardial infarction']",Has diagnosis,"['Thiazide', 'Metformin', 'Baby aspirin', 'ED meds', 'Nitroglycerin', 'Stitches']",Al White,single,['S-12-EP-4'],Old_Time_Rock_and_Roll,Old Time Rock and Roll,Old_Time_Rock_and_Roll,Old Time Rock and Roll,['12']
136,Jeremiah Tate,patient,"['Cystic fibrosis', 'Pancreatitis', 'Mass']","['<h3><span class=""mw-headline"" id=""Hospitalization_and_Death"">Hospitalization and Death</span><span class=""editsection""><a href=""/wiki/Jeremiah_Tate?action=edit&amp;section=3"" title=""Edit Hospitalization and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Jeremiah came into the hospital because he\'d been in a lot of pain and had had a few seizures. He believed it was his pancreatitis flaring up again. Scans revealed that he needed an exploratory laparotomy, but his lungs made Bailey hesitant to cut. She consulted with Addison, who said she might have a way to help. They went to Jeremiah and presented their plan to him. He agreed to the surgery and wanted to call his parents, whom he always refused to call until he was better again. Bailey talked him out of it, saying he\'d be fine.\n</p><p>They took him into surgery, but he was already not doing well. He had no urine output. He started coding and Bailey started CPR, despite his DNR. Meredith convinced Bailey to let her take over when she was getting tired while Addison tried to convince Bailey that Jeremiah wasn\'t coming back. He was pronounced dead in the OR. After his death, Bailey called his parents.\n</p>']","['Exploratory laparotomy', 'Pancreatectomy']",Thomas Ian Nicholas,single,['S-2-EP-4'],"Deny,_Deny,_Deny","Deny, Deny, Deny","Deny,_Deny,_Deny","Deny, Deny, Deny",['2']
137,Steve Tate,patient,"['Depressed skull fracture', 'Subdural bleed', 'Aneurysm', 'Brain death']",Has diagnosis,"['Surgery', 'Aneurysm clipping']",Shawn-Caulin Young,single,['S-11-EP-3'],Got_to_Be_Real,Got to Be Real,Got_to_Be_Real,Got to Be Real,['11']
138,Nancy Temple,patient,"['Myocardial infarction', 'Ventricular wall rupture']",Has diagnosis,"['Nitroglycerin', 'Surgery']",Amy Benedict,single,['S-6-EP-21'],How_Insensitive,How Insensitive,How_Insensitive,How Insensitive,['6']
139,Craig Thomas,attending,['No diagnosis available'],,['No treatment available'],William Daniels,multiple,"['S-8-EP-22', 'S-9-EP-5']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Beautiful_Doom,Beautiful Doom,"['8', '9']"
140,Kendra Thomas,patient,"['Gunshot wound', 'Hematoma', 'Pregnancy']",Has diagnosis,"['Surgery', 'Life support', 'Organ donation']",Jennifer Nyholm,single,['S-2-EP-25'],17_Seconds,17 Seconds,17_Seconds,17 Seconds,['2']
141,Giselle Toussant,patient,"['Car accident injuries', 'Plague', 'Dural laceration']",Has diagnosis,['Surgery'],Elizabeth Goldstein,single,['S-3-EP-1'],Time_Has_Come_Today,Time Has Come Today,Time_Has_Come_Today,Time Has Come Today,['3']
142,Stu Vargas,patient,['Open tibia/fibula fracture'],Has diagnosis,['Debridement'],Geoffrey Rivas,single,['S-2-EP-8'],Let_It_Be,Let It Be,Let_It_Be,Let It Be,['2']
143,Blair Vinson,patient,"['Pregnancy', 'Scalp laceration', 'Seizure', 'Extradural hematoma']",Has diagnosis,"['Rapid sequence intubation', 'C-section delivery']",Mekia Cox,single,['S-11-EP-16'],Don%27t_Dream_It%27s_Over,Don't Dream It's Over,Don%27t_Dream_It%27s_Over,Don't Dream It's Over,['11']
144,Vivian (Sanctuary),nurse,['No diagnosis available'],,['No treatment available'],Ingrid Walters,single,['S-6-EP-23'],Sanctuary,Sanctuary,Sanctuary,Sanctuary,['6']
146,Mr. Warren,family,['No diagnosis available'],,['No treatment available'],Kelly LaMarr,single,['S-9-EP-10'],Things_We_Said_Today,Things We Said Today,Things_We_Said_Today,Things We Said Today,['9']
147,Jeremy Weaver,patient,['Adenocarcinoma'],Has diagnosis,['Esophagectomy'],James McCauley,single,['S-11-EP-6'],Don%27t_Let%27s_Start,Don't Let's Start,Don%27t_Let%27s_Start,Don't Let's Start,['11']
148,Adele Webber,family,['No diagnosis available'],,['No treatment available'],Loretta Devine,multiple,"['S-2-EP-2', 'S-9-EP-10']",Enough_is_Enough,Enough is Enough,Things_We_Said_Today,Things We Said Today,"['2', '3', '4', '5', '6', '7', '8', '9']"
149,Gail Webber,family,['No diagnosis available'],,['No treatment available'],Monique Cash,single,['S-13-EP-8'],The_Room_Where_It_Happens,The Room Where It Happens,The_Room_Where_It_Happens,The Room Where It Happens,['13']
150,Mickey Wenschler,patient,"['Quadriplegia', 'Glioma']","['<h3><span class=""mw-headline"" id=""Tumor_and_Death"">Tumor and Death</span><span class=""editsection""><a href=""/wiki/Mickey_Wenschler?action=edit&amp;section=4"" title=""Edit Tumor and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Mickey\'s progress in the trial was halted when it was discovered that he had low activity in his temporal lobe due to a brain tumor. It went into the brain stem, meaning that neither embolization glue nor removal was an option. He asked Derek to allow him to continue the trial, but Derek declined, saying that the tumor could affect the results and bias the trial and that it couldn\'t be removed. Mickey then declined consent for Derek to remove the sensors unless he also agreed to remove the tumor. Since Callie had a previous relationship with Mickey as he was originally her patient, Derek asked her to talk to Mickey and convince him to let Derek remove the sensors.\n</p><p>When Callie went to Mickey, he told her the story of how he became paralyzed. He told her about how he wanted to do the trial so that he could help other people and feel like less of a burden. She went back and convinced Derek to try to remove the tumor.\n</p>']",['Brain Mapping'],Jay Cramer,single,['S-10-EP-6'],Map_of_You,Map of You,Map_of_You,Map of You,['10']
