counter,name,character_type,diagnosis,cause_of_death,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
62,Greta,patient,['Inoperable Glioma'],[],['Clinical Trial'],Regina Taylor,single,['S-4-EP-15'],Losing_My_Mind,Losing My Mind,Losing_My_Mind,Losing My Mind,['4']
63,Ellis Grey,family,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Ellis_Grey?action=edit&amp;section=14"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Ellis became agitated and aggressive, so she was given lorazepam to calm her down. Later that day, she coded and was unable to be resuscitated. <i>(""<a href=""/wiki/Some_Kind_of_Miracle"" title=""Some Kind of Miracle"">Some Kind of Miracle</a>"")</i>\n</p>\n<h3><span class=""mw-headline"" id=""Posthumous_History"">Posthumous History</span><span class=""editsection""><a href=""/wiki/Ellis_Grey?action=edit&amp;section=15"" title=""Edit Posthumous History section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<h4><span class=""mw-headline"" id=""Meredith.27s_Near-Death_Experience"">Meredith\'s Near-Death Experience</span><span class=""editsection""><a href=""/wiki/Ellis_Grey?action=edit&amp;section=16"" title=""Edit Meredith&#039;s Near-Death Experience section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h4>\n<p>When Meredith drowned in <a href=""/wiki/Elliott_Bay"" title=""Elliott Bay"">Elliott Bay</a>, she saw her mother in a sort of afterlife, saying she didn\'t belong there. She said that Meredith was anything but ordinary before telling her to run. <i>(""<a href=""/wiki/Some_Kind_of_Miracle"" title=""Some Kind of Miracle"">Some Kind of Miracle</a>"")</i>\n</p>']",['No treatment available'],Kate Burton,multiple,"['S-1-EP-1', 'S-14-EP-7']",A_Hard_Day%27s_Night,A Hard Day's Night,"Who_Lives,_Who_Dies,_Who_Tells_Your_Story","Who Lives, Who Dies, Who Tells Your Story","['1', '2', '3', '6', '8', '11', '14']"
64,Lexie Grey,intern resident,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Plane_Crash_and_Death"">Plane Crash and Death</span><span class=""editsection""><a href=""/wiki/Lexie_Grey?action=edit&amp;section=15"" title=""Edit Plane Crash and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She was on a plane that crashed with\xc2\xa0<a href=""/wiki/Meredith_Grey"" title=""Meredith Grey"">Meredith</a>, <a href=""/wiki/Cristina_Yang"" title=""Cristina Yang"">Cristina</a>, <a href=""/wiki/Arizona_Robbins"" title=""Arizona Robbins"">Arizona</a>, <a href=""/wiki/Mark_Sloan"" title=""Mark Sloan"">Mark</a>, and <a href=""/wiki/Derek_Shepherd"" title=""Derek Shepherd"">Derek</a>, going to another hospital for surgery to separate conjoined twins. Suddenly, the back of the plane broke off and the plane crashed in the woods.<sup id=""cite_ref-6"" class=""reference""><a href=""#cite_note-6"">[7]</a></sup>\n</p>\n<figure class=""article-thumb tright show-info-icon"" style=""width: 300px""> \t<a href=""https://vignette.wikia.nocookie.net/greysanatomy/images/2/2f/8x24-57.jpg/revision/latest?cb=20130522123257"" \tclass=""image image-thumbnail"" \t \t \t><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" \t alt=""8x24-57""  \tclass=""thumbimage lzy lzyPlcHld "" \t \tdata-image-key=""8x24-57.jpg"" \tdata-image-name=""8x24-57.jpg"" \t data-src=""https://vignette.wikia.nocookie.net/greysanatomy/images/2/2f/8x24-57.jpg/revision/latest/scale-to-width-down/300?cb=20130522123257""  \t width=""300""  \t height=""169""  \t \t \t onload=""if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}""  \t><noscript><img src=""https://vignette.wikia.nocookie.net/greysanatomy/images/2/2f/8x24-57.jpg/revision/latest/scale-to-width-down/300?cb=20130522123257"" \t alt=""8x24-57""  \tclass=""thumbimage "" \t \tdata-image-key=""8x24-57.jpg"" \tdata-image-name=""8x24-57.jpg"" \t \t width=""300""  \t height=""169""  \t \t \t \t></noscript></a>  \t<figcaption> \t\t \t\t\t<a href=""/wiki/File:8x24-57.jpg"" class=""sprite info-icon""></a> \t\t \t\t \t\t \t\t\t<p class=""caption"">Mark finds Lexie trapped under the plane.</p>']",['No treatment available'],Chyler Leigh,multiple,"['S-3-EP-24', 'S-8-EP-24']",Testing_1-2-3,Testing 1-2-3,Flight,Flight,"['3', '4', '5', '6', '7', '8']"
65,Susan Grey,family,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Susan_Grey?action=edit&amp;section=5"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She came to the clinic complaining of long-lasting hiccups and acid reflux. She said it had been getting worse. They gave her chlorpromazine, which stopped the hiccups, and sent her home. She came back when the hiccups came back. They scheduled endoscopic gastroplication. They did the procedure and Susan hiccuped the entire time. After her procedure, she was taken home. <i>(""<a href=""/wiki/The_Other_Side_of_This_Life,_Part_1"" title=""The Other Side of This Life, Part 1"">The Other Side of This Life, Part 1</a>"")</i>\n</p><p>Susan ended up back in the hospital with a fever. They suspected she had an infection, so they ran tests and gave her IV antibiotics. They then placed a central line so she could continue her antibiotics at home. She ended up in the hospital with cramping pain. She was septic and had a toxic megacolon with a perforation and had to be rushed into surgery. Despite their best efforts, Susan died in surgery. <i>(""<a href=""/wiki/The_Other_Side_of_This_Life,_Part_2"" title=""The Other Side of This Life, Part 2"">The Other Side of This Life, Part 2</a>"")</i>\n</p>']",['No treatment available'],Mare Winningham,multiple,"['S-2-EP-22', 'S-3-EP-23']",The_Name_of_the_Game,The Name of the Game,"The_Other_Side_of_This_Life,_Part_2","The Other Side of This Life, Part 2","['2', '3']"
66,Nick Hanscom,patient,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",[],"['Tumor resection', 'Pressure dressing', 'Surgery']",Seth Green,multiple,"['S-4-EP-9', 'S-4-EP-10']","Crash_Into_Me,_Part_1","Crash Into Me, Part 1","Crash_Into_Me,_Part_2","Crash Into Me, Part 2",['4']
67,Jen Harmon,patient,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']","['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Jen_Harmon?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Jen was stable after her surgery, but unable to speak clearly due to blood flow issues, Derek stayed by her bedside for several hours, guilty for having nicked the aneurysm in her first surgery. Derek took her into surgery for a EC-IC Bypass to stop the mini-strokes she was having. Addison came into the surgery to monitor the baby throughout. In surgery, Jen and the baby became unstable. Addison wanted to deliver the baby, but Derek asked her to wait. He stabilized Jen just before she made the incision to deliver. After her surgery, the aphasia had cleared, but she had developed pre-eclampsia. Later, her patch blew and she had to be taken back into surgery. Derek made the radical decision to remove her temporal lobe. When the bleeding spread into her frontal lobe, he decided to remove that as well. Addison objected and eventually had to call in <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">The Chief</a> to get Derek to back down and allow Addison to deliver the baby. Addison did the c-section and Jen was pronounced dead shortly after. <i>(""<a href=""/wiki/An_Honest_Mistake"" title=""An Honest Mistake"">An Honest Mistake</a>"")</i>\n</p>\n<h3><span class=""mw-headline"" id=""Lawsuit"">Lawsuit</span><span class=""editsection""><a href=""/wiki/Jen_Harmon?action=edit&amp;section=5"" title=""Edit Lawsuit section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Derek was later deposed for a lawsuit because of Jen\'s death. <i>(""<a href=""/wiki/I_Will_Follow_You_Into_the_Dark"" title=""I Will Follow You Into the Dark"">I Will Follow You Into the Dark</a>"")</i>\n</p>']","['Craniotomy', 'Bronchodilator', 'Intrauterine transfusion', 'Steroids', 'EC/IC bypass', 'Temporal lobectomy', 'C-section delivery']",Jennifer Westfeldt,multiple,"['S-5-EP-14', 'S-5-EP-16']",Beat_Your_Heart_Out,Beat Your Heart Out,An_Honest_Mistake,An Honest Mistake,"['5', '2']"
68,Randy Helsby,patient,['Abdominal sarcoma'],[],['Surgery'],Jocko Sims,single,['S-6-EP-4'],Tainted_Obligation,Tainted Obligation,Tainted_Obligation,Tainted Obligation,['6']
69,Emily Jensen,patient,"['Pregnancy', 'Placenta Percreta']",[],['C-section delivery'],Luciana Faulhaber,single,['S-11-EP-7'],"Could_We_Start_Again,_Please%3F","Could We Start Again, Please?","Could_We_Start_Again,_Please%3F","Could We Start Again, Please?",['11']
71,JJ,patient,['Severe burns'],[],['Debridement'],Nicole Sullivan,single,['S-11-EP-22'],She%27s_Leaving_Home,She's Leaving Home,She%27s_Leaving_Home,She's Leaving Home,['11']
72,Jordan,patient,['No diagnosis available'],[],['No treatment available'],Roberto Urbina,single,['S-5-EP-22'],What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,['5']
73,Kathleen Kane,patient,"[""Colles' fracture"", 'Puncture wounds', 'Coagulation disorder', 'Stroke']","['<h3><span class=""mw-headline"" id=""Hospitalization_and_Death"">Hospitalization and Death</span><span class=""editsection""><a href=""/wiki/Kathleen_Kane?action=edit&amp;section=3"" title=""Edit Hospitalization and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Kathleen was struck by bits of a shattered baseball bat after the machine became jammed and the bat shattered. In addition to puncture wounds, she had a Colles\' fracture, which was set in the <a href=""/wiki/Emergency_Room"" title=""Emergency Room"">ER</a>. During the surgery, <a href=""/wiki/April_Kepner"" title=""April Kepner"">April Kepner</a> cut her clavicle in order to access and stop some bleeding in the area. Despite Callie\'s best efforts, Kathleen had a stroke due to a clot that formed because Kathleen had an unknown coagulation disorder and she couldn\'t save Kathleen\'s life and she died on the table.\n</p><p>Following the surgery, Leah was prepared to tell Dante about the affair. However, Callie stepped in before she could say it and told Dante that Kathleen had said that she loved him.\n</p>']","['Surgery', 'Splinting']",Molly Leland,single,['S-10-EP-3'],Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,Everybody%27s_Crying_Mercy,Everybody's Crying Mercy,['10']
75,Veronica Kays,patient,"['Contact dermatitis', 'Pregnancy', 'Advanced pancreatic cancer', 'Spinal met', 'Pulmonary embolus']","['<h3><span class=""mw-headline"" id=""Baby.27s_Birth_and_Her_Death"">Baby\'s Birth and Her Death</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=5"" title=""Edit Baby&#039;s Birth and Her Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>When she was 34 weeks and 3 days pregnant, Veronica came back to the hospital with back pain, which she\'d had for a week. An MRI showed that the cancer had spread to her spine and she needed to have a c-section that day. Before her surgery, she signed a DNR. Arizona easily delivered her baby, but she developed a clot that went to her lung and she struggled to breathe after the delivery. They said she could rescind her DNR, but she said she was tired and so they just stayed with her while she died. After she was gone, Alex told Jeremy about her death and he cried. <i>(""<a href=""/wiki/Don%27t_Stop_Me_Now"" title=""Don\'t Stop Me Now"">Don\'t Stop Me Now</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=6"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Veronica_Kays?action=edit&amp;section=7"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She and <a href=""/wiki/Jeremy"" title=""Jeremy"">Jeremy</a> have a son together.\n</p>']","['Whipple', 'C-section delivery']",Brigid Brannagh,multiple,"['S-13-EP-6', 'S-13-EP-21']",Roar,Roar,Don%27t_Stop_Me_Now,Don't Stop Me Now,['13']
76,Keith,patient,"['Bruising', 'Head laceration', 'Skull fracture', 'Grade III liver laceration']",[],['Stitches'],Casey Thomas Brown,single,['S-13-EP-23'],True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),True_Colors_(Grey%27s_Anatomy),True Colors (Grey's Anatomy),['13']
77,Jordan Kenley,attending,['No diagnosis available'],[],['No treatment available'],John Sloman,single,['S-5-EP-11'],Wish_You_Were_Here,Wish You Were Here,Wish_You_Were_Here,Wish You Were Here,['5']
78,Vincent Kenner,patient,"['Scalp laceration', 'Depressed skull fracture', 'Abdominal bleed', 'Crush injuries', 'Aortic tear']",[],['Surgery'],No actor listed.,multiple,"['S-5-EP-1', 'S-5-EP-2']","Dream_a_Little_Dream_of_Me,_Part_1","Dream a Little Dream of Me, Part 1","Dream_a_Little_Dream_of_Me,_Part_2","Dream a Little Dream of Me, Part 2",['5']
80,Daniel Kiefer,patient,"['Hepatoblastoma', 'Jaundice', 'Heart failure', 'Pulmonary failure']",[],['Tumor resection'],No actor listed.,single,['S-12-EP-3'],I_Choose_You,I Choose You,I_Choose_You,I Choose You,['12']
81,Jeffrey King,patient,"['Stage 4A colon cancer', 'Liver metastasis']",[],['ALPPS procedure'],David Chisum,single,['S-14-EP-6'],"Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby","Come_on_Down_to_My_Boat,_Baby","Come on Down to My Boat, Baby",['14']
82,Seth Lepik,patient,['MRSA'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Seth\'s parents planned to have him moved to another hospital, but <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a> told them that he was too unstable. Later that day, Seth became unstable and had to be taken back into surgery, despite his parents\' insistence that they didn\'t want him taken back into surgery at GSM. They agreed to allow Richard to operate. Unfortunately, Seth died in the OR. <i>(""<a href=""/wiki/Sleeping_Monster"" title=""Sleeping Monster"">Sleeping Monster</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=5"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Seth_Lepik?action=edit&amp;section=6"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Seth\'s parents came to <a href=""/wiki/Grey_Sloan_Memorial_Hospital"" title=""Grey Sloan Memorial Hospital"">Grey Sloan Memorial Hospital</a> when he became ill. They tried to move him, but <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a> told them that he was too unstable to move.\n</p>']","['Arteriovenous shunt', 'Antibiotics', 'Surgery']",Tom Costello,multiple,"['S-9-EP-20', 'S-9-EP-21']",She%27s_Killing_Me,She's Killing Me,Sleeping_Monster,Sleeping Monster,['9']
83,Billy Linneman,patient,['Gunshot wounds'],[],['Bandages'],Kinsey McLean,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
85,Robert Martin,patient,"['Subdural hemorrhage', 'Delirium', ""Rathke's cleft cyst"", 'Hyponatremia', 'Seizure']",[],"['Hypertonic saline solution', 'Surgery']",Curtis Armstrong,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
86,Matty,patient,['Gallstones'],[],"['Laparascopic cholecystectomy', 'Exploratory laparotomy']",Edgar Salas,single,['S-13-EP-13'],It_Only_Gets_Much_Worse,It Only Gets Much Worse,It_Only_Gets_Much_Worse,It Only Gets Much Worse,['13']
87,Griffin McColl,patient,"['Electrocution', 'Intracranial bleed', 'Re-bleed', 'Memory loss']",[],"['Pacemaker implantation', 'Surgery', 'Ventriculostomy']",Lance Henriksen,single,['S-12-EP-14'],Odd_Man_Out,Odd Man Out,Odd_Man_Out,Odd Man Out,['12']
88,Gretchen McKay,patient,"['Pregnancy', 'Delayed abruption']",[],['C-section delivery'],Linara Washington,single,['S-12-EP-18'],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
89,Holden McKee,patient,"['Minimal consciousness', 'Temporal parietal scalp laceration', 'Epidural hematoma']","['<h3><span class=""mw-headline"" id=""Fall.2C_Awakening.2C_and_Death"">Fall, Awakening, and Death</span><span class=""editsection""><a href=""/wiki/Holden_McKee?action=edit&amp;section=3"" title=""Edit Fall, Awakening, and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Sixteen years later, Holden fell in his nursing home while being turned by orderlies and insurance insisted that he be checked out in an ER before he could be returned to the home. While she was examining him and preparing to stitch up a cut on his forehead, Meredith was startled to see him open his eyes and track her. She told Derek what she saw and he was doubtful. Despite his doubts, he examined Holden, who was found to be minimally conscious. Derek gave him amphetamines to wake him up.\n</p><p>They also called his family as they waited for him to wake up. When the family arrived, they discovered that his son was now a teenager and his wife had re-married and was expecting a baby. When they heard that Holden was likely to wake up soon, <a href=""/wiki/Cheryl_Leonard"" title=""Cheryl Leonard"">Cheryl</a> took <a href=""/wiki/Coby_McKee"" title=""Coby McKee"">Coby</a> and left, not wanting Holden to see that they hadn\'t waited for him.\n</p>']","['Residential care', 'Stitches', 'Amphetamines', 'Surgery']",Brian Kerwin,single,['S-2-EP-9'],Thanks_for_the_Memories,Thanks for the Memories,Thanks_for_the_Memories,Thanks for the Memories,['2']
90,Francesca McNeil,patient,"['Cardiomyopathy', 'Heart failure', 'RAF 1 Mutation']",[],"['Atropine', 'Pacemaker', 'LVAD', 'Heart Transplant', 'Total Artificial Heart']",Harley Graham,multiple,"['S-10-EP-18', 'S-10-EP-21']",You_Be_Illin%27,You Be Illin',Change_of_Heart,Change of Heart,['10']
91,Donald Mercer,patient,"['Skull fracture', 'MVC Injuries']",[],"['Resuscitation', 'Life Support']",No actor listed.,single,['S-10-EP-15'],Throwing_it_All_Away,Throwing it All Away,Throwing_it_All_Away,Throwing it All Away,['10']
92,Michael,patient,['Car accident injuries'],[],['Mechanical ventilation'],No actor listed.,single,['S-8-EP-17'],One_Step_Too_Far,One Step Too Far,One_Step_Too_Far,One Step Too Far,['8']
94,Timothy Miller,patient,"['Crush injuries', 'Open fractures', 'Open femur fracture', 'Posterior hip dislocation']",[],['Surgery'],Ed Lauter,single,['S-5-EP-8'],These_Ties_That_Bind,These Ties That Bind,These_Ties_That_Bind,These Ties That Bind,['5']
95,Dan Mooney,patient,"['Arm injury', 'Neck laceration']",[],['Tourniquet'],Richard T. Jones,single,['S-6-EP-18'],Suicide_is_Painless,Suicide is Painless,Suicide_is_Painless,Suicide is Painless,['6']
97,Reilly Nash,patient,['Traumatic crash injuries'],[],['No treatment available'],Masam Holden,single,['S-7-EP-9'],"Slow_Night,_So_Long","Slow Night, So Long","Slow_Night,_So_Long","Slow Night, So Long",['7']
99,Phillip Nichols,patient,"['Hernia', 'Cryptococcus', 'AIDS', ""Kaposi's sarcoma"", 'Intussusception', 'Pneumocystis pneumonia']",[],"['Antibiotics', 'Surgery']",Ian Jensen,single,['S-6-EP-15'],The_Time_Warp,The Time Warp,The_Time_Warp,The Time Warp,['6']
100,Nick,patient,"['Osteosarcoma', 'Intradural mets', 'Cardiac tumor']",[],['No treatment available'],Jordan Belfi,multiple,"['S-8-EP-22', 'S-8-EP-23']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Migration,Migration,['8']
101,Benjamin O'Leary,patient,['Brain tumor'],[],['Tumor resection'],Peter Paige,single,['S-3-EP-2'],I_Am_a_Tree,I Am a Tree,I_Am_a_Tree,I Am a Tree,['3']
102,George O'Malley,intern resident,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/George_O%27Malley?action=edit&amp;section=10"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>After he joined the army to be a trauma surgeon, Richard gave him the last day in the hospital off to spend time with his family. On his way home, George jumped in front of a bus to save <a href=""/wiki/Amanda"" title=""Amanda"">a woman\'s</a> life. No one knew who he was because he was unrecognizable until Meredith went into check on ""John Doe"". George took her hand and traced \'007\'. Meredith quickly figured out that it was, in fact, George. Many people didn\'t believe that it was George because there was no proof that he really did trace 007. <a href=""/wiki/Callie_Torres"" title=""Callie Torres"">Callie Torres</a> remembered that George had a birthmark on his hand that looked like Texas, so she went to check and found his birthmark on his hand. His brain swelled during surgery and he was ultimately declared brain dead. Most of his organs were donated following the surgery.\n</p><p>He was mentioned again when his mother was admitted to Seattle Grace Mercy West following a botched operation at another hospital. It is during her surgery that Miranda Bailey admitted to Meredith that George was her favorite intern.\n</p>']",['No treatment available'],T.R. Knight,multiple,"['S-1-EP-1', 'S-6-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,Good_Mourning,Good Mourning,"['1', '2', '3', '4', '5', '6']"
103,Harold O'Malley,family,['No diagnosis available'],[],['No treatment available'],George Dzundza,multiple,"['S-2-EP-9', 'S-3-EP-12']",Thanks_for_the_Memories,Thanks for the Memories,"Six_Days,_Part_2","Six Days, Part 2","['2', '3']"
104,Bradley Parker,patient,"['Amyotrophic lateral sclerosis', 'Hematochezia']",[],['Mechanical ventilation'],Logan Fahey,single,['S-9-EP-17'],Transplant_Wasteland,Transplant Wasteland,Transplant_Wasteland,Transplant Wasteland,['9']
106,Charles Percy,intern resident,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Charles_Percy?action=edit&amp;section=12"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<figure class=""article-thumb tleft show-info-icon"" style=""width: 180px""> \t<a href=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/e8/CharlesDying.jpg/revision/latest?cb=20130201040108"" \tclass=""image image-thumbnail"" \t \t \t><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" \t alt=""CharlesDying""  \tclass=""thumbimage lzy lzyPlcHld "" \t \tdata-image-key=""CharlesDying.jpg"" \tdata-image-name=""CharlesDying.jpg"" \t data-src=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/e8/CharlesDying.jpg/revision/latest/scale-to-width-down/180?cb=20130201040108""  \t width=""180""  \t height=""99""  \t \t \t onload=""if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}""  \t><noscript><img src=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/e8/CharlesDying.jpg/revision/latest/scale-to-width-down/180?cb=20130201040108"" \t alt=""CharlesDying""  \tclass=""thumbimage "" \t \tdata-image-key=""CharlesDying.jpg"" \tdata-image-name=""CharlesDying.jpg"" \t \t width=""180""  \t height=""99""  \t \t \t \t></noscript></a>  \t<figcaption> \t\t \t\t\t<a href=""/wiki/File:CharlesDying.jpg"" class=""sprite info-icon""></a> \t\t \t\t \t\t \t\t\t<p class=""caption"">Miranda Bailey holding Charles\' hand while he passes away.</p> \t\t \t</figcaption> </figure>When <a href=""/wiki/Gary_Clark"" title=""Gary Clark"">Gary Clark</a> came into the hospital intending to shoot <a href=""/wiki/Derek_Shepherd"" title=""Derek Shepherd"">Derek Shepherd</a>, <a href=""/wiki/Richard_Webber"" title=""Richard Webber"">Richard Webber</a>, and <a href=""/wiki/Lexie_Grey"" title=""Lexie Grey"">Lexie Grey</a>, he also shot Charles. Charles was working on the case of <a href=""/wiki/Mary_Portman"" title=""Mary Portman"">Mary Portman</a>. After the lockdown was announced, he came into Mary\'s room, telling them that the shooter was on the floor. When Bailey saw Clark shoot a security guard and start heading their way, she told Charles to hide and Mary to play dead. Clark came into the room. After seeing that Mary appeared dead, he was leaving when he heard a sound coming from the bathroom. He opened the door and when he saw Charles, he asked if he was a surgeon. When Charles said he was, Clark shot him. After Clark left, Bailey started to treat Charles with Mary\'s help.\xc2\xa0<i>(""<a href=""/wiki/Sanctuary"" title=""Sanctuary"">Sanctuary</a>"")</i>\n<p>They packed his wound but it wasn\'t holding, so Bailey said they needed to get him to an OR. They put him on a sheet and dragged him out to the elevator, but when they got there, they realized the elevators had been turned off because of the lockdown and then Bailey concluded that Charles would die. She made good on his promise to tell him if that was going to happen and said that he didn\'t need to be scared because they\'d be with him while it happened. When he stopped feeling pain, he knew it was a bad sign. He then asked Bailey to find Reed, not knowing that she was already dead, and tell her that he loved her. He also told her to tell her he was brave. Bailey told him he was very brave. He then took told Bailey she was his favorite doctor and died. <i>(""<a href=""/wiki/Death_and_All_His_Friends"" title=""Death and All His Friends"">Death and All His Friends</a>"")</i>\n</p>']",['No treatment available'],Robert Baker,multiple,"['S-6-EP-5', 'S-12-EP-11']",Invasion,Invasion,Unbreak_My_Heart,Unbreak My Heart,"['6', '8', '12']"
