counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
129,Emily Russell,"['Hypoplastic left heart syndrome', 'Prematurity', 'Restricted atrial septum']",,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,[]
130,Ruthie Sales,"['Crushed ankle', 'Osteoporosis', 'Bleeding duodenal ulcer']",,single,"['S-4-EP-4', 'S-4-EP-4']",The_Heart_of_the_Matter,The Heart of the Matter,The_Heart_of_the_Matter,The Heart of the Matter,[]
131,Tony Savitch,"['Crushed ankle', 'Osteoporosis', 'Bleeding duodenal ulcer']",,single,"['S-1-EP-1', 'S-1-EP-1']",A_Hard_Day%27s_Night,A Hard Day's Night,A_Hard_Day%27s_Night,A Hard Day's Night,[]
132,Erin Shandley,['Brain death'],,single,"['S-4-EP-5', 'S-4-EP-5']",Haunt_You_Every_Day,Haunt You Every Day,Haunt_You_Every_Day,Haunt You Every Day,[]
133,Baby Shepherd,['No diagnosis available'],,single,"['S-5-EP-22', 'S-5-EP-22']","Gone,_Baby,_Gone","Gone, Baby, Gone","Gone,_Baby,_Gone","Gone, Baby, Gone",[]
134,Derek Shepherd,['No diagnosis available'],,single,[],"Gone,_Baby,_Gone","Gone, Baby, Gone","Gone,_Baby,_Gone","Gone, Baby, Gone",[]
135,Mr. Shepherd,['No diagnosis available'],,single,"['S-5-EP-8', 'S-5-EP-8']",Who_We_Are,Who We Are,Who_We_Are,Who We Are,[]
136,Lenny Shulte,"['Mud aspiration', 'Decreased breath sounds', 'Tachypnea', 'Diaphragmatic rupture']",,single,"['S-10-EP-1', 'S-10-EP-1']",Seal_Our_Fate,Seal Our Fate,Seal_Our_Fate,Seal Our Fate,[]
137,David Simons,"['Chest contusion', 'Cardiac contusion']",,single,"['S-5-EP-22', 'S-5-EP-22']",What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,[]
138,"""Cosmo"" Singh","['Prematurity', 'Respiratory failure']",,single,"['S-12-EP-18', 'S-12-EP-18']","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",[]
139,Mark Sloan,['No diagnosis available'],,single,[],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",[]
140,Jessica Smithson,"['Tay-Sachs', 'Seizure']",,single,"['S-5-EP-20', 'S-5-EP-20']",Sweet_Surrender,Sweet Surrender,Sweet_Surrender,Sweet Surrender,[]
141,Drea Spencer,"['Stab wounds', 'Brain death']",,single,"['S-5-EP-19', 'S-5-EP-19']",And_Then_There_Was_One,And Then There Was One,And_Then_There_Was_One,And Then There Was One,[]
142,Edward Squire,"['High blood pressure', 'Diabetes', 'Arthritis', 'High cholesterol', 'Erectile dysfunction', 'Scalp laceration', 'Myocardial infarction']",,single,"['S-12-EP-4', 'S-12-EP-4']",Old_Time_Rock_and_Roll,Old Time Rock and Roll,Old_Time_Rock_and_Roll,Old Time Rock and Roll,[]
143,Jeremiah Tate,"['Cystic fibrosis', 'Pancreatitis', 'Mass']",,single,"['S-2-EP-4', 'S-2-EP-4']","Deny,_Deny,_Deny","Deny, Deny, Deny","Deny,_Deny,_Deny","Deny, Deny, Deny",[]
144,Steve Tate,"['Depressed skull fracture', 'Subdural bleed', 'Aneurysm', 'Brain death']",,single,"['S-11-EP-3', 'S-11-EP-3']",Got_to_Be_Real,Got to Be Real,Got_to_Be_Real,Got to Be Real,[]
145,Nancy Temple,"['Myocardial infarction', 'Ventricular wall rupture']",,single,"['S-6-EP-21', 'S-6-EP-21']",How_Insensitive,How Insensitive,How_Insensitive,How Insensitive,[]
146,Craig Thomas,['No diagnosis available'],,multiple,"['S-8-EP-22', 'S-9-EP-5']",Let_the_Bad_Times_Roll,Let the Bad Times Roll,Beautiful_Doom,Beautiful Doom,[]
147,Kendra Thomas,"['Gunshot wound', 'Hematoma', 'Pregnancy']",,single,"['S-2-EP-25', 'S-2-EP-25']",17_Seconds,17 Seconds,17_Seconds,17 Seconds,[]
148,Giselle Toussant,"['Car accident injuries', 'Plague', 'Dural laceration']",,single,"['S-3-EP-1', 'S-3-EP-1']",Time_Has_Come_Today,Time Has Come Today,Time_Has_Come_Today,Time Has Come Today,[]
149,Stu Vargas,['Open tibia/fibula fracture'],,single,"['S-2-EP-8', 'S-2-EP-8']",Let_It_Be,Let It Be,Let_It_Be,Let It Be,[]
150,Blair Vinson,"['Pregnancy', 'Scalp laceration', 'Seizure', 'Extradural hematoma']",,single,"['S-11-EP-16', 'S-11-EP-16']",Don%27t_Dream_It%27s_Over,Don't Dream It's Over,Don%27t_Dream_It%27s_Over,Don't Dream It's Over,[]
151,Vivian (Sanctuary),['No diagnosis available'],,single,"['S-6-EP-23', 'S-6-EP-23']",Sanctuary,Sanctuary,Sanctuary,Sanctuary,[]
152,Erica Warner,['No diagnosis available'],,multiple,"['S-5-EP-3', 'S-5-EP-18']",Deal_With_It,Deal With It,It_Was_Inevitable,It Was Inevitable,[]
153,Mr. Warren,['No diagnosis available'],,single,"['S-9-EP-10', 'S-9-EP-10']",Things_We_Said_Today,Things We Said Today,Things_We_Said_Today,Things We Said Today,[]
154,Jeremy Weaver,['Adenocarcinoma'],,single,"['S-11-EP-6', 'S-11-EP-6']",Don%27t_Let%27s_Start,Don't Let's Start,Don%27t_Let%27s_Start,Don't Let's Start,[]
155,Adele Webber,['No diagnosis available'],,multiple,"['S-2-EP-2', 'S-9-EP-10']",Enough_is_Enough,Enough is Enough,Things_We_Said_Today,Things We Said Today,[]
156,Gail Webber,['No diagnosis available'],,single,"['S-13-EP-8', 'S-13-EP-8']",The_Room_Where_It_Happens,The Room Where It Happens,The_Room_Where_It_Happens,The Room Where It Happens,[]
157,Mickey Wenschler,"['Quadriplegia', 'Glioma']",,single,"['S-10-EP-6', 'S-10-EP-6']",Map_of_You,Map of You,Map_of_You,Map of You,[]
158,Clark West,"['Meth withdrawal', 'Internal bleeding', 'Cardiomyopathy']",,single,"['S-4-EP-2', 'S-4-EP-2']",Love/Addiction,Love/Addiction,Love/Addiction,Love/Addiction,[]
159,Jeremy West,"['Malignant glioma', 'Seizure']",,single,"['S-4-EP-16', 'S-4-EP-16']","Freedom,_Part_1","Freedom, Part 1","Freedom,_Part_1","Freedom, Part 1",[]
160,William White,['No diagnosis available'],,multiple,"['S-2-EP-21', 'S-3-EP-23']",What_You_Do_for_Love,What You Do for Love,The_End_of_a_Beautiful_Friendship,The End of a Beautiful Friendship,[]
161,Anna Wilder,['No diagnosis available'],,no information available,"['S-2-EP-21', 'S-3-EP-23']",What_You_Do_for_Love,What You Do for Love,The_End_of_a_Beautiful_Friendship,The End of a Beautiful Friendship,[]
162,Frances Wilder,['No diagnosis available'],,multiple,"['S-4-EP-9', 'S-4-EP-18']",Can%27t_Find_My_Way_Back_Home,Can't Find My Way Back Home,The_Hardest_Part,The Hardest Part,[]
163,Rory Williams,"['Li-Fraumeni Syndrome', 'Osteosarcoma']",,single,"['S-10-EP-14', 'S-10-EP-14']",You%27ve_Got_to_Hide_Your_Love_Away,You've Got to Hide Your Love Away,You%27ve_Got_to_Hide_Your_Love_Away,You've Got to Hide Your Love Away,[]
164,Ken Wilson,['Stroke'],,single,"['S-1-EP-1', 'S-1-EP-1']","In_Which_We_Meet_Addison,_a_Nice_Girl_From_Somewhere_Else","In Which We Meet Addison, a Nice Girl From Somewhere Else","In_Which_We_Meet_Addison,_a_Nice_Girl_From_Somewhere_Else","In Which We Meet Addison, a Nice Girl From Somewhere Else",[]
165,Bob Yates,"['Acute myocardial infarction', 'Dissecting aneurysm']",,single,"['S-4-EP-3', 'S-4-EP-3']",Playing_God,Playing God,Playing_God,Playing God,[]
166,Charlie Yost,['Semi-comatose state'],,multiple,"['S-3-EP-6', 'S-4-EP-3']",Let_the_Angels_Commit,Let the Angels Commit,Let_the_Truth_Sting,Let the Truth Sting,[]
167,Brian Young,"['Brain death', 'Throat lesion']",,single,"['S-13-EP-16', 'S-13-EP-16']",Who_Is_He_(And_What_Is_He_To_You)%3F,Who Is He (And What Is He To You)?,Who_Is_He_(And_What_Is_He_To_You)%3F,Who Is He (And What Is He To You)?,[]
168,Dylan Young,['No diagnosis available'],,multiple,"['S-2-EP-16', 'S-3-EP-17']",It%27s_the_End_of_the_World,It's the End of the World,Some_Kind_of_Miracle,Some Kind of Miracle,[]
169,Yvonne,['Massive internal bleeding'],,single,"['S-2-EP-6', 'S-2-EP-6']",Into_You_Like_a_Train,Into You Like a Train,Into_You_Like_a_Train,Into You Like a Train,[]
